Museum Name,State (Administrative Location),Museum Type,Street Address (Administrative Location),Institution Name,Tax Period,Income,Revenue,OFFATTEN,C19WKSCL
-4,R_22,N,,,,,,-1.0,
-4,R_22,Y,,,,,,0.0,
-4,R_22,N,,,,,,110.0,
-4,R_22,Y,,,,,,1404.0,
11260,R_22,N,,,,,,498.0,
11260,R_22,N,,,,,,0.0,
-4,R_22,N,,,,,,72.0,
-4,R_22,N,,,,,,66.0,
-4,R_22,N,,,,,,0.0,
-4,R_22,N,,,,,,30.0,
-4,R_22,N,,,,,,0.0,
-4,R_22,N,,,,,,-1.0,
11260,R_22,N,,,,,,0.0,
-4,R_22,Y,,,,,,0.0,
-4,R_22,N,,,,,,0.0,
-4,R_22,N,,,,,,355.0,
-4,R_22,N,,,,,,-1.0,
-4,R_22,N,,,,,,0.0,
-4,R_22,N,,,,,,0.0,
-4,R_22,N,,,,,,-1.0,
-4,R_22,Y,,,,,,-1.0,
-4,R_22,N,,,,,,0.0,
-4,R_22,N,,,,,,22.0,
-4,R_22,Y,,,,,,0.0,
-4,R_22,Y,,,,,,0.0,
-4,R_22,N,,,,,,0.0,
-4,R_22,N,,,,,,-1.0,
-4,R_22,Y,,,,,,0.0,
-4,R_22,Y,,,,,,35.0,
27530,R_22,N,,,,,,0.0,
-4,R_22,N,,,,,,391.0,
-4,R_22,N,,,,,,18.0,
-4,R_22,N,,,,,,0.0,
27530,R_22,N,,,,,,0.0,
27530,R_22,Y,,,,,,0.0,
-4,R_22,N,,,,,,0.0,
-4,R_22,Y,,,,,,2063.0,
-4,R_22,N,,,,,,115.0,
45180,R_22,Y,,,,,,1077.0,
-4,R_22,Y,,,,,,0.0,
45180,R_22,Y,,,,,,0.0,
45180,R_22,Y,,,,,,60.0,
-4,R_22,N,,,,,,58.0,
-4,R_22,N,,,,,,455.0,
11500,R_22,Y,,,,,,60.0,
45180,R_22,Y,,,,,,1963.0,
20020,R_22,Y,,,,,,0.0,
20020,R_22,Y,,,,,,0.0,
45980,R_22,N,,,,,,500.0,
37120,R_22,N,,,,,,0.0,
21640,R_22,Y,,,,,,0.0,
21640,R_22,N,,,,,,0.0,
37120,R_22,N,,,,,,16.0,
37120,R_22,Y,,,,,,0.0,
21640,R_22,N,,,,,,0.0,
45980,R_22,N,,,,,,0.0,
-4,R_22,N,,,,,,0.0,
-4,R_22,Y,,,,,,5452.0,
-4,R_22,Y,,,,,,0.0,
21460,R_22,N,,,,,,515.0,
20020,R_22,Y,,,,,,0.0,
21460,R_22,N,,,,,,114.0,
-4,R_22,Y,,,,,,0.0,
20020,R_22,Y,,,,,,0.0,
-4,R_22,Y,,,,,,652.0,
-4,R_22,N,,,,,,0.0,
20020,R_22,N,,,,,,0.0,
20020,R_22,N,,,,,,0.0,
10760,R_22,N,,,,,,3673.0,
10760,R_22,N,,,,,,619.0,
10760,R_22,N,,,,,,0.0,
10760,R_22,N,,,,,,0.0,
12220,R_22,N,,,,,,7372.0,
12220,R_22,Y,,,,,,166.0,
33860,R_22,Y,,,,,,41.0,
10760,R_22,N,,,,,,0.0,
10760,R_22,Y,,,,,,150.0,
33860,R_22,N,,,,,,389.0,
22520,R_22,N,,,,,,1892.0,
22520,R_22,Y,,,,,,334.0,
22520,R_22,Y,,,,,,200.0,
22520,R_22,Y,,,,,,300.0,
22520,R_22,Y,,,,,,81.0,
22520,R_22,Y,,,,,,243.0,
-4,R_22,Y,,,,,,0.0,
-4,R_22,Y,,,,,,0.0,
-4,R_22,Y,,,,,,0.0,
-4,R_22,N,,,,,,0.0,
-4,R_22,Y,,,,,,0.0,
-4,R_22,Y,,,,,,378.0,
-4,R_22,Y,,,,,,0.0,
-4,R_22,Y,,,,,,0.0,
-4,R_22,N,,,,,,0.0,
-4,R_22,Y,,,,,,0.0,
26620,R_22,Y,,,,,,1063.0,
19460,R_22,Y,,,,,,144.0,
19460,R_22,N,,,,,,241.0,
19460,R_22,N,,,,,,128.0,
19300,R_22,Y,,,,,,0.0,
19300,R_22,Y,,,,,,0.0,
19300,R_22,N,,,,,,670.0,
19300,R_22,Y,,,,,,2500.0,
19300,R_22,Y,,,,,,1269.0,
19300,R_22,N,,,,,,36.0,
19300,R_22,N,,,,,,0.0,
19300,R_22,N,,,,,,0.0,
19300,R_22,N,,,,,,3542.0,
13820,R_22,Y,,,,,,0.0,
13820,R_22,Y,,,,,,0.0,
13820,R_22,Y,,,,,,4186.0,
13820,R_22,Y,,,,,,132.0,
13820,R_22,Y,,,,,,710.0,
13820,R_22,Y,,,,,,1586.0,
13820,R_22,Y,,,,,,0.0,
13820,R_22,Y,,,,,,10272.0,
13820,R_22,N,,,,,,18974.0,
13820,R_22,Y,,,,,,0.0,
13820,R_22,Y,,,,,,606.0,
13820,R_22,Y,,,,,,450.0,
13820,IB22,M,,,,,,-1.0,
13820,R_22,N,,,,,,0.0,
13820,R_22,N,,,,,,175.0,
13820,R_22,Y,,,,,,122.0,
13820,R_22,Y,,,,,,2709.0,
13820,R_22,N,,,,,,0.0,
13820,R_22,Y,,,,,,23289.0,
22840,R_22,Y,,,,,,389.0,
22840,R_22,Y,,,,,,35.0,
22840,R_22,Y,,,,,,0.0,
22840,R_22,N,,,,,,48.0,
12120,R_22,N,,,,,,0.0,
12120,R_22,Y,,,,,,0.0,
12120,R_22,Y,,,,,,321.0,
12120,R_22,Y,,,,,,342.0,
23460,R_22,Y,,,,,,6718.0,
23460,R_22,Y,,,,,,254.0,
23460,R_22,N,,,,,,0.0,
-4,R_22,Y,,,,,,75.0,
-4,R_22,N,,,,,,0.0,
10700,R_22,N,,,,,,0.0,
10700,R_22,Y,,,,,,1156.0,
10700,R_22,Y,,,,,,323.0,
10700,R_22,Y,,,,,,0.0,
10700,R_22,N,,,,,,0.0,
13820,R_22,Y,,,,,,0.0,
13820,R_22,N,,,,,,767.0,
13820,R_22,Y,,,,,,1727.0,
13820,R_22,Y,,,,,,32.0,
13820,R_22,Y,,,,,,50.0,
13820,R_22,N,,,,,,0.0,
13820,R_22,N,,,,,,0.0,
13820,R_22,N,,,,,,2239.0,
13820,R_22,N,,,,,,25.0,
13820,R_22,N,,,,,,1832.0,
46220,R_22,Y,,,,,,0.0,
46220,R_22,Y,,,,,,0.0,
46220,R_22,N,,,,,,0.0,
46220,R_22,N,,,,,,0.0,
13820,R_22,N,,,,,,521.0,
13820,R_22,N,,,,,,81.0,
13820,R_22,Y,,,,,,1309.0,
13820,R_22,Y,,,,,,0.0,
-4,R_22,N,,,,,,850.0,
-4,R_22,Y,,,,,,0.0,
11500,R_22,N,,,,,,1147.0,
11500,R_22,Y,,,,,,177.0,
11500,R_22,Y,,,,,,800.0,
46220,R_22,N,,,,,,0.0,
20020,R_22,Y,,,,,,2410.0,
13820,R_22,Y,,,,,,80.0,
22520,R_22,N,,,,,,0.0,
13820,R_22,Y,,,,,,175.0,
13820,R_22,Y,,,,,,1018.0,
-4,R_22,N,,,,,,38.0,
33660,R_22,Y,,,,,,0.0,
-4,R_22,Y,,,,,,525.0,
26620,R_22,Y,,,,,,11363.0,
46220,R_22,Y,,,,,,0.0,
-4,R_22,Y,,,,,,0.0,
46220,R_22,Y,,,,,,260.0,
33660,R_22,N,,,,,,50.0,
-4,R_22,Y,,,,,,0.0,
-4,R_22,Y,,,,,,0.0,
42460,R_22,Y,,,,,,0.0,
33660,R_22,Y,,,,,,0.0,
42460,R_22,Y,,,,,,0.0,
13820,R_22,N,,,,,,553.0,
-4,R_22,Y,,,,,,134.0,
-4,R_22,Y,,,,,,0.0,
46220,R_22,Y,,,,,,0.0,
-4,R_22,N,,,,,,0.0,
33660,R_22,N,,,,,,0.0,
33660,R_22,Y,,,,,,165.0,
-4,R_22,Y,,,,,,0.0,
33660,R_22,Y,,,,,,11452.0,
33860,R_22,N,,,,,,2471.0,
33860,R_22,N,,,,,,235.0,
42460,R_22,N,,,,,,91.0,
22520,R_22,Y,,,,,,0.0,
22520,R_22,N,,,,,,0.0,
33860,R_22,Y,,,,,,5503.0,
-4,R_22,N,,,,,,0.0,
17980,R_22,N,,,,,,0.0,
42820,R_22,Y,,,,,,168.0,
46220,R_22,N,,,,,,15873.0,
-4,R_22,N,,,,,,0.0,
-4,R_22,Y,,,,,,1482.0,
18980,R_22,N,,,,,,80.0,
29300,R_22,N,,,,,,0.0,
23460,R_22,Y,,,,,,1500.0,
13820,R_22,N,,,,,,305.0,
33860,R_22,N,,,,,,0.0,
22840,R_22,N,,,,,,0.0,
21640,R_22,N,,,,,,156.0,
10700,R_22,Y,,,,,,76.0,
37120,R_22,N,,,,,,35.0,
19460,R_22,N,,,,,,0.0,
19460,R_22,Y,,,,,,0.0,
22840,R_22,N,,,,,,500.0,
23460,R_22,N,,,,,,0.0,
19300,R_22,N,,,,,,1914.0,
33660,R_22,Y,,,,,,240.0,
19460,R_22,Y,,,,,,0.0,
13820,R_22,Y,,,,,,1246.0,
42460,R_22,N,,,,,,0.0,
13820,R_22,Y,,,,,,285.0,
27530,R_22,Y,,,,,,0.0,
11500,R_22,Y,,,,,,0.0,
19460,R_22,N,,,,,,12.0,
13820,R_22,Y,,,,,,2179.0,
42460,R_22,Y,,,,,,0.0,
33860,R_22,N,,,,,,0.0,
19300,R_22,Y,,,,,,40.0,
13820,R_22,N,,,,,,1023.0,
33860,R_22,N,,,,,,130.0,
11500,R_22,Y,,,,,,282.0,
45180,R_22,Y,,,,,,280.0,
23460,R_22,N,,,,,,104.0,
13820,R_22,Y,,,,,,0.0,
13820,R_22,N,,,,,,3430.0,
23460,R_22,Y,,,,,,0.0,
19300,R_22,Y,,,,,,2.0,
19460,R_22,N,,,,,,340.0,
13820,R_22,Y,,,,,,0.0,
46220,R_22,Y,,,,,,0.0,
22840,R_22,N,,,,,,638.0,
33660,R_22,N,,,,,,0.0,
19460,R_22,N,,,,,,0.0,
23460,R_22,N,,,,,,0.0,
13820,R_22,Y,,,,,,0.0,
46220,R_22,N,,,,,,80.0,
19300,R_22,Y,,,,,,0.0,
19300,R_22,Y,,,,,,0.0,
13820,R_22,N,,,,,,488.0,
30780,R_22,Y,,,,,,37252.0,
22220,R_22,Y,,,,,,1945.0,
-4,R_22,Y,,,,,,0.0,
26260,R_22,Y,,,,,,239.0,
31680,R_22,Y,,,,,,11552.0,
26300,R_22,Y,,,,,,14470.0,
-4,R_22,N,,,,,,901.0,
38220,R_22,Y,,,,,,2014.0,
27860,R_22,Y,,,,,,12828.0,
31620,R_22,N,,,,,,4053.0,
22900,R_22,Y,,,,,,0.0,
40780,R_22,Y,,,,,,16239.0,
37500,R_22,Y,,,,,,0.0,
-4,R_22,Y,,,,,,24.0,
25760,IG21,Y,,,,,,-1.0,
30780,R_22,Y,,,,,,18091.0,
30780,R_22,N,,,,,,2659.0,
42620,R_22,Y,,,,,,9509.0,
20980,R_22,N,,,,,,0.0,
40780,R_22,Y,,,,,,9266.0,
22900,R_22,N,,,,,,364.0,
-4,R_22,N,,,,,,651.0,
32820,R_22,Y,,,,,,0.0,
-4,R_22,Y,,,,,,0.0,
-4,R_22,Y,,,,,,446.0,
45500,R_22,Y,,,,,,0.0,
-4,R_22,Y,,,,,,14.0,
-4,R_22,Y,,,,,,1247.0,
22620,R_22,N,,,,,,397.0,
22220,R_22,Y,,,,,,0.0,
34260,R_22,N,,,,,,0.0,
14180,R_22,N,,,,,,0.0,
30780,R_22,Y,,,,,,5777.0,
-4,R_22,Y,,,,,,0.0,
27860,R_22,N,,,,,,0.0,
22220,IG21,M,,,,,,-1.0,
22220,R_22,Y,,,,,,236.0,
22900,R_22,Y,,,,,,4.0,
-4,R_22,Y,,,,,,3675.0,
25460,R_22,Y,,,,,,0.0,
25460,R_22,Y,,,,,,256.0,
11660,R_22,Y,,,,,,776.0,
-4,IG20,N,,,,,,0.0,
-4,R_22,Y,,,,,,0.0,
15780,R_22,Y,,,,,,0.0,
15780,R_22,Y,,,,,,0.0,
22220,R_22,N,,,,,,181.0,
22220,IG21,M,,,,,,-1.0,
22220,R_22,N,,,,,,1310.0,
-4,IG20,M,,,,,,-1.0,
-4,IG19,M,,,,,,-1.0,
26260,R_22,Y,,,,,,616.0,
22220,R_22,Y,,,,,,0.0,
22220,IG21,Y,,,,,,0.0,
22220,R_22,Y,,,,,,21.0,
22220,IM22,M,,,,,,-1.0,
-4,R_22,N,,,,,,8.0,
12900,R_22,Y,,,,,,113.0,
-4,R_22,N,,,,,,0.0,
-4,R_22,N,,,,,,1063.0,
-4,R_22,N,,,,,,0.0,
43420,R_22,Y,,,,,,146.0,
-4,R_22,N,,,,,,8.0,
40940,R_22,Y,,,,,,7717.0,
-4,R_22,Y,,,,,,4222.0,
38060,R_22,Y,,,,,,0.0,
38060,R_22,Y,,,,,,3188.0,
38060,R_22,Y,,,,,,0.0,
38060,R_22,Y,,,,,,6432.0,
38060,R_22,Y,,,,,,2906.0,
38060,R_22,Y,,,,,,0.0,
38060,R_22,Y,,,,,,26881.0,
38060,R_22,Y,,,,,,10575.0,
38060,R_22,Y,,,,,,6670.0,
38060,R_22,Y,,,,,,363.0,
38060,R_22,Y,,,,,,0.0,
29420,R_22,Y,,,,,,-1.0,
43320,R_22,M,,,,,,-1.0,
38060,R_22,Y,,,,,,2880.0,
46060,R_22,Y,,,,,,9200.0,
35700,R_22,Y,,,,,,548.0,
35700,R_22,N,,,,,,18.0,
39150,R_22,Y,,,,,,0.0,
49740,R_22,Y,,,,,,95.0,
-4,R_22,N,,,,,,347.0,
38060,R_22,Y,,,,,,152.0,
38060,R_22,Y,,,,,,5105.0,
38060,R_22,Y,,,,,,0.0,
-4,R_22,Y,,,,,,-1.0,
37740,R_22,Y,,,,,,556.0,
-4,R_22,M,,,,,,-1.0,
-4,R_22,Y,,,,,,0.0,
40940,R_22,N,,,,,,0.0,
43320,R_22,Y,,,,,,337.0,
43420,R_22,Y,,,,,,50.0,
43420,R_22,Y,,,,,,1309.0,
43420,R_22,Y,,,,,,445.0,
43420,R_22,Y,,,,,,743.0,
43420,R_22,Y,,,,,,753.0,
43420,IB22,M,,,,,,0.0,
43420,R_22,N,,,,,,348.0,
38060,R_22,Y,,,,,,7325.0,
38060,R_22,Y,,,,,,12033.0,
46060,IG20,Y,,,,,,430.0,
49740,R_22,M,,,,,,-1.0,
38060,R_22,Y,,,,,,140.0,
37740,R_22,Y,,,,,,4229.0,
37740,R_22,Y,,,,,,0.0,
37740,R_22,Y,,,,,,391.0,
37740,R_22,Y,,,,,,0.0,
37740,R_22,N,,,,,,0.0,
37740,R_22,N,,,,,,0.0,
37740,R_22,M,,,,,,0.0,
37740,R_22,Y,,,,,,0.0,
38060,R_22,Y,,,,,,250.0,
38060,R_22,M,,,,,,1050.0,
38060,IB22,N,,,,,,208.0,
38060,R_22,N,,,,,,-1.0,
38060,R_22,Y,,,,,,0.0,
38060,R_22,Y,,,,,,0.0,
38060,R_22,Y,,,,,,0.0,
39150,R_22,Y,,,,,,967.0,
39150,R_22,N,,,,,,1041.0,
39150,R_22,Y,,,,,,1019.0,
39150,R_22,N,,,,,,0.0,
39150,R_22,Y,,,,,,3792.0,
39150,R_22,Y,,,,,,4152.0,
39150,R_22,Y,,,,,,1448.0,
43320,R_22,Y,,,,,,0.0,
43320,R_22,M,,,,,,0.0,
43320,R_22,Y,,,,,,656.0,
43320,R_22,Y,,,,,,1646.0,
43320,R_22,N,,,,,,1311.0,
22380,R_22,Y,,,,,,1286.0,
22380,R_22,M,,,,,,9456.0,
22380,R_22,Y,,,,,,0.0,
22380,R_22,Y,,,,,,3242.0,
29420,R_22,M,,,,,,-1.0,
29420,R_22,N,,,,,,15.0,
38060,R_22,Y,,,,,,-1.0,
38060,R_22,M,,,,,,-1.0,
-4,R_22,N,,,,,,0.0,
29420,R_22,M,,,,,,-1.0,
46060,R_22,Y,,,,,,0.0,
39150,R_22,M,,,,,,-1.0,
43320,R_22,Y,,,,,,-1.0,
38060,R_22,M,,,,,,-1.0,
38060,R_22,M,,,,,,-1.0,
46060,R_22,Y,,,,,,25.0,
41860,R_22,Y,,,,,,72.0,
41860,R_22,Y,,,,,,266.0,
31080,R_22,Y,,,,,,2435.0,
-4,R_22,Y,,,,,,72.0,
31080,R_22,Y,,,,,,3319.0,
-4,R_22,Y,,,,,,0.0,
31080,R_22,Y,,,,,,21151.0,
31080,R_22,Y,,,,,,77.0,
40900,R_22,Y,,,,,,514.0,
31080,R_22,Y,,,,,,526.0,
41860,R_22,Y,,,,,,11532.0,
31080,R_22,Y,,,,,,0.0,
20940,R_22,Y,,,,,,-1.0,
31080,R_22,Y,,,,,,2090.0,
31080,R_22,Y,,,,,,63.0,
41860,R_22,N,,,,,,4226.0,
17020,R_22,Y,,,,,,198.0,
-4,R_22,N,,,,,,313.0,
20940,R_22,Y,,,,,,0.0,
41740,R_22,Y,,,,,,4905.0,
41500,R_22,Y,,,,,,1422.0,
31080,R_22,Y,,,,,,0.0,
41740,R_22,Y,,,,,,0.0,
23420,R_22,Y,,,,,,1550.0,
40140,R_22,Y,,,,,,46.0,
-4,R_22,Y,,,,,,753.0,
31080,R_22,Y,,,,,,628.0,
41860,R_22,Y,,,,,,15112.0,
40140,R_22,Y,,,,,,4854.0,
31080,R_22,N,,,,,,100.0,
41860,R_22,Y,,,,,,1608.0,
18860,R_22,Y,,,,,,1500.0,
31080,R_22,N,,,,,,1114.0,
20940,R_22,Y,,,,,,235.0,
40900,R_22,Y,,,,,,0.0,
31080,R_22,M,,,,,,1494.0,
41740,R_22,Y,,,,,,796.0,
21700,R_22,Y,,,,,,971.0,
23420,R_22,Y,,,,,,38.0,
31080,R_22,N,,,,,,1102.0,
31080,R_22,Y,,,,,,3461.0,
31080,R_22,Y,,,,,,757.0,
41860,R_22,Y,,,,,,0.0,
40140,R_22,Y,,,,,,280.0,
31080,R_22,Y,,,,,,671.0,
20940,R_22,Y,,,,,,-1.0,
20940,R_22,Y,,,,,,254.0,
31080,R_22,N,,,,,,283.0,
-4,R_22,Y,,,,,,748.0,
12540,R_22,Y,,,,,,5871.0,
25260,R_22,Y,,,,,,1845.0,
17340,R_22,Y,,,,,,3476.0,
41860,R_22,Y,,,,,,920.0,
40900,R_22,Y,,,,,,537.0,
41860,R_22,Y,,,,,,2359.0,
44700,R_22,N,,,,,,0.0,
42200,R_22,Y,,,,,,1153.0,
31080,R_22,N,,,,,,3179.0,
31080,R_22,N,,,,,,32464.0,
31080,R_22,Y,,,,,,66510.0,
31460,R_22,Y,,,,,,913.0,
41860,R_22,Y,,,,,,-1.0,
46380,R_22,Y,,,,,,6024.0,
41860,R_22,Y,,,,,,0.0,
32900,R_22,Y,,,,,,115.0,
41860,R_22,Y,,,,,,3448.0,
-4,R_22,Y,,,,,,0.0,
-4,R_22,Y,,,,,,40.0,
31080,R_22,Y,,,,,,9437.0,
41500,R_22,Y,,,,,,3199.0,
41500,R_22,Y,,,,,,974.0,
31080,R_22,Y,,,,,,16100.0,
41940,R_22,Y,,,,,,693.0,
34900,R_22,Y,,,,,,3061.0,
41740,R_22,Y,,,,,,1251.0,
46020,R_22,Y,,,,,,2898.0,
31080,R_22,Y,,,,,,2996.0,
41860,R_22,Y,,,,,,8411.0,
41740,R_22,Y,,,,,,4194.0,
40140,R_22,M,,,,,,10.0,
31080,R_22,Y,,,,,,21197.0,
31080,R_22,Y,,,,,,481.0,
-4,R_22,Y,,,,,,942.0,
37100,R_22,Y,,,,,,2837.0,
41500,R_22,Y,,,,,,2236.0,
31080,R_22,Y,,,,,,194.0,
40140,R_22,Y,,,,,,0.0,
41940,R_22,Y,,,,,,1424.0,
31080,R_22,Y,,,,,,1794.0,
40140,R_22,Y,,,,,,0.0,
31080,R_22,Y,,,,,,3261.0,
42020,R_22,Y,,,,,,552.0,
31080,R_22,Y,,,,,,2711.0,
-4,R_22,Y,,,,,,563.0,
31080,R_22,Y,,,,,,0.0,
47300,R_22,Y,,,,,,8052.0,
31080,R_22,Y,,,,,,0.0,
41860,R_22,Y,,,,,,1873.0,
41860,R_22,Y,,,,,,109.0,
40140,R_22,Y,,,,,,19.0,
40900,R_22,N,,,,,,5467.0,
40900,R_22,Y,,,,,,27521.0,
41500,R_22,Y,,,,,,656.0,
41860,R_22,Y,,,,,,152.0,
41940,R_22,Y,,,,,,7856.0,
40140,R_22,Y,,,,,,0.0,
40140,R_22,Y,,,,,,344.0,
41860,R_22,Y,,,,,,1164.0,
41740,R_22,Y,,,,,,20370.0,
41740,R_22,Y,,,,,,13211.0,
41860,R_22,Y,,,,,,18221.0,
41940,R_22,Y,,,,,,35245.0,
41940,R_22,Y,,,,,,-1.0,
41860,R_22,Y,,,,,,50.0,
42020,R_22,Y,,,,,,3981.0,
31080,R_22,Y,,,,,,113.0,
41860,R_22,Y,,,,,,11448.0,
41860,R_22,Y,,,,,,6830.0,
41860,R_22,Y,,,,,,2305.0,
31080,R_22,Y,,,,,,6064.0,
42200,R_22,Y,,,,,,12098.0,
41940,R_22,Y,,,,,,2140.0,
41940,R_22,Y,,,,,,13198.0,
42100,R_22,Y,,,,,,5637.0,
31080,R_22,Y,,,,,,164.0,
42200,R_22,Y,,,,,,5081.0,
31080,R_22,Y,,,,,,1830.0,
37100,R_22,N,,,,,,3.0,
41860,R_22,Y,,,,,,-1.0,
39820,R_22,N,,,,,,0.0,
31080,R_22,Y,,,,,,4076.0,
-4,R_22,N,,,,,,-1.0,
46700,R_22,N,,,,,,1590.0,
42220,R_22,Y,,,,,,39570.0,
31080,R_22,Y,,,,,,1725.0,
41860,R_22,N,,,,,,14473.0,
33700,R_22,Y,,,,,,2070.0,
34900,R_22,Y,,,,,,874.0,
44700,R_22,Y,,,,,,14740.0,
41940,R_22,Y,,,,,,2398.0,
49700,R_22,Y,,,,,,4692.0,
39780,R_22,Y,,,,,,200.0,
31080,R_22,Y,,,,,,0.0,
-4,R_22,Y,,,,,,2.0,
47300,R_22,Y,,,,,,4949.0,
47300,R_22,Y,,,,,,1005.0,
43760,R_22,Y,,,,,,100.0,
40140,R_22,Y,,,,,,1057.0,
37100,R_22,Y,,,,,,24759.0,
42100,R_22,Y,,,,,,1643.0,
31080,R_22,Y,,,,,,4416.0,
-4,R_22,N,,,,,,207.0,
40900,R_22,Y,,,,,,2105.0,
40900,R_22,Y,,,,,,5713.0,
31080,R_22,Y,,,,,,3410.0,
49700,R_22,Y,,,,,,487.0,
41740,R_22,N,,,,,,5200.0,
31080,R_22,Y,,,,,,337.0,
46700,R_22,Y,,,,,,119.0,
41940,R_22,Y,,,,,,865.0,
40140,R_22,Y,,,,,,1467.0,
31080,R_22,Y,,,,,,122.0,
40140,R_22,Y,,,,,,15.0,
40140,R_22,Y,,,,,,5342.0,
37100,R_22,N,,,,,,2992.0,
-4,R_22,Y,,,,,,0.0,
40900,R_22,N,,,,,,857.0,
40140,R_22,Y,,,,,,7.0,
45000,R_22,Y,,,,,,37.0,
40140,R_22,Y,,,,,,1856.0,
41860,R_22,Y,,,,,,0.0,
31080,R_22,Y,,,,,,209.0,
40140,R_22,Y,,,,,,35222.0,
40140,R_22,Y,,,,,,1696.0,
31080,R_22,Y,,,,,,0.0,
40140,R_22,Y,,,,,,-1.0,
41860,R_22,Y,,,,,,1702.0,
40140,R_22,Y,,,,,,0.0,
37100,R_22,Y,,,,,,1208.0,
37100,R_22,Y,,,,,,42.0,
31080,R_22,Y,,,,,,7183.0,
37100,R_22,Y,,,,,,894.0,
41860,R_22,Y,,,,,,0.0,
17020,U_22,M,,,,,,-1.0,
-4,U_22,M,,,,,,-1.0,
41860,U_22,M,,,,,,-1.0,
40900,R_22,Y,,,,,,0.0,
23420,U_22,M,,,,,,-1.0,
21700,U_22,M,,,,,,-1.0,
20940,U_22,N,,,,,,0.0,
12540,R_22,Y,,,,,,0.0,
17340,U_22,M,,,,,,-1.0,
31080,R_22,Y,,,,,,0.0,
31460,U_22,M,,,,,,-1.0,
41860,U_22,Y,,,,,,0.0,
46380,U_22,M,,,,,,-1.0,
46020,U_22,M,,,,,,-1.0,
31080,U_22,M,,,,,,-1.0,
40900,U_22,M,,,,,,-1.0,
40140,R_22,Y,,,,,,0.0,
40900,R_22,Y,,,,,,0.0,
40140,U_22,M,,,,,,-1.0,
41740,R_22,N,,,,,,0.0,
41860,U_22,M,,,,,,-1.0,
44700,U_22,M,,,,,,-1.0,
42020,U_22,M,,,,,,-1.0,
41860,U_22,M,,,,,,-1.0,
42200,R_22,Y,,,,,,0.0,
41940,U_22,M,,,,,,-1.0,
42100,R_22,Y,,,,,,0.0,
39820,U_22,M,,,,,,-1.0,
46700,R_22,Y,,,,,,0.0,
42220,R_22,Y,,,,,,-1.0,
33700,U_22,M,,,,,,-1.0,
47300,R_22,Y,,,,,,0.0,
37100,U_22,M,,,,,,-1.0,
40900,U_22,M,,,,,,-1.0,
40900,R_22,N,,,,,,215.0,
42200,R_22,Y,,,,,,310.0,
12540,R_22,M,,,,,,0.0,
19740,R_22,Y,,,,,,72.0,
-4,IG21,N,,,,,,0.0,
-4,R_22,N,,,,,,618.0,
19740,R_22,Y,,,,,,2324.0,
-4,R_22,Y,,,,,,450.0,
19740,R_22,N,,,,,,11336.0,
-4,R_22,Y,,,,,,0.0,
20780,R_22,M,,,,,,249.0,
20420,R_22,Y,,,,,,237.0,
22660,R_22,Y,,,,,,357.0,
14500,R_22,Y,,,,,,5568.0,
19740,R_22,N,,,,,,4614.0,
22820,R_22,Y,,,,,,3879.0,
-4,R_22,N,,,,,,1145.0,
-4,IG21,N,,,,,,0.0,
15860,R_22,N,,,,,,10917.0,
-4,IG19,N,,,,,,0.0,
-4,IG21,Y,,,,,,-1.0,
-4,IG21,N,,,,,,0.0,
18780,IB22,N,,,,,,0.0,
-4,R_22,Y,,,,,,1053.0,
19740,R_22,Y,,,,,,9193.0,
-4,IB22,N,,,,,,0.0,
